# Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions
# All amounts in INR, unless specified
# Definitions:
# Total sales tax liable: Includes GST or sales tax collected from buyers for product sales, shipping, and gift wrap.
# TCS-CGST: Tax Collected at Source from Central GST
# TCS-SGST: Tax Collected at Source from State GST
# TCS-IGST: Tax Collected at Source from Integrated GST
# TDS (Section 194-O): Tax Deducted at Source under Section 194-O of Income tax Act, 1961
# Selling fees: Includes variable closing fees and referral fees.
# Other transaction fees: Includes shipping chargebacks, shipping holdbacks, and sales tax collection fees
"date/time","settlement id","total"
"date/time","settlement id",
"type","order id","Sku","description","quantity","marketplace","account type","fulfillment","order city","order state","order postal","product sales","shipping credits","promotional rebates
","Total sales tax liable(GST before adjusting TCS)","TCS-CGST","TCS-SGST","TCS-IGST","TDS (Section 194-O)","selling fees","fba fees","other transaction fees","other","total"
"21 Mar 2022 12:03:17 pm UTC","17366956882","Refund
","405-9822402-9035530","AM-YQT8-F5EX","HEISHI Unisex Cotton Reusable Gloves (White, Set of 5 Pairs)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon
","VARANASI","UTTAR PRADESH","221002","-237.14","0","0","-11.86","0","0","2.37","0","4.70","0","9.44","0","-232.49"
"21 Mar 2022 3:42:49 pm UTC","17366956882","Refund
","171-2682429-2645117","X2-Z9Q9-D8NB","Crown Pharma - Deep Breathing Lung Exerciser - 3 Balls Incentive Spirometer, White for Adults, Pack of 1.","2","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","GURUGRAM","HARYANA","122003","-353.58","0","0","-42.42","0","0","3.54","0","7.49","0","18.88","0","-366.09"
"22 Mar 2022 1:27:05 am UTC","17342365002","Adjustment
","","","Other","","","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","-13,574.72","-13,574.72"
"22 Mar 2022 5:12:34 am UTC","17342365002","Tax Withheld","","","TDS - Section 194-O - Mon Mar 21 00:00:00 UTC 2022","","","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","-7.39","0","0","0","0","-7.39"
"22 Mar 2022 5:35:24 am UTC","17366956882","Tax Withheld","","","TDS - Section 194-O - Mon Mar 21 00:00:00 UTC 2022","","","Electronic Transactions (Credit Card/Net Banking/GC)","","","","","0","0","0","0","0","0","0","-22.64","0","0","0","0","-22.64"
"22 Mar 2022 7:37:23 am UTC","17366956882","Refund
","403-5888634-4111510","QJ-BYLE-NHCY","PEHEL INTERNATIONAL ® | Plastic Disposable Shoe Cover | Shoes, Boots, slippers Protectors | Waterproof, Non Slip Durable Covers | One Size Fits All |","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","UPPER TADONG","SIKKIM","737102","-1,270.34","0","0","-228.66","0","0","12.70","0","212.26","0","66.08","0","-1,207.96"
"22 Mar 2022 9:01:57 am UTC","17366956882","Shipping Services
","408-5854604-4117947","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.96","0","-84.96"
"22 Mar 2022 9:02:08 am UTC","17366956882","Shipping Services
","403-8853768-1424330","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.96","0","-84.96"
"22 Mar 2022 9:02:11 am UTC","17366956882","Shipping Services
","407-5628791-1681136","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-60.18","0","-60.18"
"22 Mar 2022 9:02:19 am UTC","17366956882","Shipping Services
","406-5906969-7093162","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.96","0","-84.96"
"22 Mar 2022 9:02:26 am UTC","17366956882","Shipping Services
","407-1275871-5630752","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.96","0","-84.96"
"22 Mar 2022 9:02:29 am UTC","17366956882","Shipping Services
","403-4242440-0243541","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.96","0","-84.96"
"22 Mar 2022 9:02:43 am UTC","17366956882","Shipping Services
","407-6154970-4095516","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.96","0","-84.96"
"22 Mar 2022 9:04:11 am UTC","17342365002","Shipping Services
","406-0178926-0147503","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-60.18","0","-60.18"
"22 Mar 2022 9:10:58 am UTC","17366956882","Shipping Services
","403-3825767-9138759","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.96","0","-84.96"
"22 Mar 2022 9:11:01 am UTC","17342365002","Shipping Services
","406-1867446-2311569","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.96","0","-84.96"
"22 Mar 2022 9:11:18 am UTC","17366956882","Shipping Services
","406-2654370-7753143","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.96","0","-84.96"
"22 Mar 2022 9:17:34 am UTC","17366956882","Order
","407-5628791-1681136","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","MUMBAI","MAHARASHTRA","400064","245.54","0","0","29.46","0","0","-2.46","0","-6.49","0","-14.16","0","251.89"
"22 Mar 2022 9:17:50 am UTC","17366956882","Order
","403-4242440-0243541","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","TIRUCHIRAPPALLI","TAMIL NADU","620102","245.54","0","0","29.46","0","0","-2.46","0","-6.49","0","-14.16","0","251.89"
"22 Mar 2022 9:17:50 am UTC","17366956882","Order
","403-8853768-1424330","WS-X25N-FBML","Wellness Pulse Respirometer Three Ball Deep Breathing Lung Exerciser for Adults, White, Pack of 1.","2","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","NEW DELHI","DELHI","110080","360.00","0","0","18.00","0","0","-3.60","0","-35.68","0","-18.88","0","319.84"
"22 Mar 2022 9:17:57 am UTC","17366956882","Order
","408-5854604-4117947","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","BENGALURU","KARNATAKA","560092","246.43","0","0","29.57","0","0","-2.46","0","-6.51","0","-14.16","0","252.87"
"22 Mar 2022 9:18:04 am UTC","17366956882","Order
","407-6154970-4095516","7O-NUU2-KM8Q","DMC Nylon Industrial & Home Safety Cut Resistant Hand Gloves (White & Grey) - 10 Pairs","2","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","HNAHTHIAL","MIZORAM","796571","645.72","0","0","32.28","0","0","-6.46","0","-64.00","0","-28.32","0","579.22"
"22 Mar 2022 9:18:11 am UTC","17366956882","Order
","407-1275871-5630752","7O-NUU2-KM8Q","DMC Nylon Industrial & Home Safety Cut Resistant Hand Gloves (White & Grey) - 10 Pairs","2","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","Kovvur mandal","ANDHRA PRADESH","534342","645.72","0","0","32.28","0","0","-6.46","0","-64.00","0","-28.32","0","579.22"
"22 Mar 2022 9:18:14 am UTC","17366956882","Order
","406-5906969-7093162","3C-9BLT-UKV8","PROCARE Disposable Latex Medical Examination Gloves (Medium, 100 Pieces, White)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","Chennai","Tamil Nadu","600086","237.14","0","0","11.86","0","0","-2.37","0","-5.88","0","-9.44","0","231.31"
"22 Mar 2022 9:18:51 am UTC","17342365002","Order
","406-1085364-6529942","AM-YQT8-F5EX","HEISHI Unisex Cotton Reusable Gloves (White, Set of 5 Pairs)","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon
","Madhepura","BIHAR","852128","237.14","38.10","0","13.76","0","0","-2.75","0","-41.13","-124.96","-9.44","0","110.72"
"22 Mar 2022 9:20:03 am UTC","17342365002","Order
","406-0178926-0147503","3C-9BLT-UKV8","PROCARE Disposable Latex Medical Examination Gloves (Medium, 100 Pieces, White)","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","MUMBAI","MAHARASHTRA","400053","237.14","0","0","11.86","0","0","-2.37","0","-5.88","0","-9.44","0","231.31"
"22 Mar 2022 9:23:16 am UTC","17342365002","Order
","403-2351387-6040365","SW-9HK9-TDSJ","Pehel International | Plastic Disposable Gloves | for Cleaning, Kitchen, Garden, Sanitation & Other Daily uses, Transparent | 12 Inch | Set of 200 Pai","2","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon
","IMPHAL","MANIPUR","795001","422.04","67.80","-67.80","75.96","0","0","-4.22","0","-11.75","-159.30","-18.88","0","303.85"
"22 Mar 2022 9:23:36 am UTC","17342365002","Order
","403-2351387-6040365","SW-9HK9-TDSJ","Pehel International | Plastic Disposable Gloves | for Cleaning, Kitchen, Garden, Sanitation & Other Daily uses, Transparent | 12 Inch | Set of 200 Pai","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon
","IMPHAL","MANIPUR","795001","211.02","33.90","-33.90","37.98","0","0","-2.11","0","-5.88","-114.46","-9.44","0","117.11"
"22 Mar 2022 9:25:36 am UTC","17342365002","Shipping Services
","404-5860232-4901123","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.96","0","-84.96"
"22 Mar 2022 9:26:25 am UTC","17366956882","Order
","403-3825767-9138759","NN-CE3J-WII2","Pehel International ® Unisex Disposable Bouffant Cap (Blue) -100 Pieces","4","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","HYDERABAD","TELANGANA","500084","377.16","0","0","18.84","0","0","-3.76","0","-53.76","0","-37.76","0","300.72"
"22 Mar 2022 9:26:57 am UTC","17342365002","Order
","406-1867446-2311569","WS-X25N-FBML","Wellness Pulse Respirometer Three Ball Deep Breathing Lung Exerciser for Adults, White, Pack of 1.","2","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","NADUVANNUR","KERALA","673614","360.00","0","0","18.00","0","0","-3.60","0","-35.68","0","-18.88","0","319.84"
"22 Mar 2022 9:27:21 am UTC","17366956882","Order
","406-2654370-7753143","WS-X25N-FBML","Wellness Pulse Respirometer Three Ball Deep Breathing Lung Exerciser for Adults, White, Pack of 1.","2","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","GHAZIABAD","UTTAR PRADESH","201014","360.00","0","0","18.00","0","0","-3.60","0","-8.92","0","-18.88","0","346.60"
"22 Mar 2022 9:36:21 am UTC","17366956882","Order
","406-0980909-0183514","C3-HD8B-8E2Y","Pehel International | Reusable Natural Latex Safety Gloves | for Washing, Cleaning, Kitchen, Garden, Sanitation & Other Daily uses, Yellow Color | Pac","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon
","DOIWALA","UTTARAKHAND","248161","253.39","33.90","0","51.71","0","0","-2.87","0","-31.75","-124.96","-14.16","0","165.26"
"22 Mar 2022 9:41:30 am UTC","17342365002","Order
","404-5860232-4901123","0N-KC8L-FR5J","Safety Products Net Reflective Jacket (Green, 2"" Radium Type, Medium)","12","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","JAMTARA","JHARKHAND","815351","739.32","0","0","88.68","0","0","-7.44","0","-112.43","0","-113.28","0","594.85"
"22 Mar 2022 6:48:22 pm UTC","17342365002","Reimbursements","404-3192450-1729116","0N-KC8L-FR5J","Reimbursement issued for lost or damaged package","30","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","909.75","909.75"
"22 Mar 2022 6:48:26 pm UTC","17342365002","Reimbursements","402-1559639-6341144","7O-NUU2-KM8Q","Reimbursement issued for lost or damaged package","20","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","5,705.49","5,705.49"
"22 Mar 2022 6:50:04 pm UTC","17342365002","Reimbursements","404-0066989-1008363","0N-KC8L-FR5J","Reimbursement issued for lost or damaged package","4","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","202.17","202.17"
"22 Mar 2022 7:02:34 pm UTC","17342365002","Reimbursements","171-0293146-8876321","QJ-BYLE-NHCY","Reimbursement issued for lost or damaged package","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","938.94","938.94"
"22 Mar 2022 9:22:45 pm UTC","17342365002","Refund
","404-3930026-4371550","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","GUNTUR","ANDHRA PRADESH","522007","-247.32","0","0","-29.68","0","0","2.47","0","6.54","0","14.16","0","-253.83"
"23 Mar 2022 6:40:55 am UTC","17342365002","Adjustment
","407-2743960-6595563","PA-RJWA-YYQR","FBA Inventory Reimbursement - Customer Service Issue","1","","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","167.58","167.58"
"23 Mar 2022 6:43:22 am UTC","17342365002","Adjustment
","407-6899147-2780314","YX-FTOU-XMMX","FBA Inventory Reimbursement - Customer Service Issue","1","","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","392.94","392.94"
"23 Mar 2022 7:01:06 am UTC","17342365002","Refund
","408-2429250-8425166","3B-SEE4-QY9J","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","PALACOLE","ANDHRA PRADESH","534260","-247.32","0","0","-29.68","0","0","2.47","0","6.54","0","14.16","0","-253.83"
"23 Mar 2022 7:20:52 am UTC","17342365002","Adjustment
","404-3058208-8319551","C3-HD8B-8E2Y","FBA Inventory Reimbursement - Customer Service Issue","1","","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","124.51","124.51"
"23 Mar 2022 8:51:07 am UTC","17366956882","Shipping Services
","402-2977155-0971566","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-60.18","0","-60.18"
"23 Mar 2022 8:51:14 am UTC","17366956882","Shipping Services
","407-3352647-5442721","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-60.18","0","-60.18"
"23 Mar 2022 8:51:58 am UTC","17342365002","Shipping Services
","407-5902066-9386743","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-60.18","0","-60.18"
"23 Mar 2022 9:06:33 am UTC","17342365002","Order
","407-5902066-9386743","3C-9BLT-UKV8","PROCARE Disposable Latex Medical Examination Gloves (Medium, 100 Pieces, White)","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","JUNNAR","MAHARASHTRA","410502","233.33","0","0","11.67","0","0","-2.33","0","-5.78","0","-9.44","0","227.45"
"23 Mar 2022 9:07:12 am UTC","17366956882","Order
","402-2977155-0971566","3Q-9W5Z-X2RP","PEHEL INTERNATIONAL ® | Plastic Disposable Shoe Cover | Shoes, Boots, slippers Protectors | Waterproof, Non Slip Durable Covers | One Size Fits All |","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","MUMBAI","MAHARASHTRA","400076","292.37","0","0","52.63","0","0","-2.92","0","-56.99","0","-14.16","0","270.93"
"23 Mar 2022 9:07:28 am UTC","17366956882","Order
","407-3352647-5442721","3Q-9W5Z-X2RP","PEHEL INTERNATIONAL ® | Plastic Disposable Shoe Cover | Shoes, Boots, slippers Protectors | Waterproof, Non Slip Durable Covers | One Size Fits All |","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","MUMBAI","MAHARASHTRA","400076","292.37","0","0","52.63","0","0","-2.92","0","-56.99","0","-14.16","0","270.93"
"23 Mar 2022 9:08:40 am UTC","17342365002","Order
","403-6368522-1862716","HF-6BZ8-B8B1","Pehel International Nylon Safety Hand Gloves (White & Grey, Set of 5 Pairs)","2","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon
","HYDERABAD","TELANGANA","501512","542.86","0","0","27.14","0","0","-5.42","0","-60.53","-97.94","-28.32","0","377.79"
"23 Mar 2022 9:10:54 am UTC","17366956882","Order
","402-1386025-8385147","PA-RJWA-YYQR","Pehel International Dishcloth Cellulose Sponge Cloths, Eco-Friendly No Odor Reusable Cleaning Cloths for Kitchen - Absorbent Dish Cloth Hand Towel (As","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon
","BHONGIR","TELANGANA","508116","253.39","0","0","45.61","0","0","-2.53","0","-31.75","-84.96","-14.16","0","165.60"
"23 Mar 2022 9:37:05 am UTC","17366956882","Order
","171-7957188-7391511","C3-HD8B-8E2Y","Pehel International | Reusable Natural Latex Safety Gloves | for Washing, Cleaning, Kitchen, Garden, Sanitation & Other Daily uses, Yellow Color | Pac","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon
","SONIPAT","HARYANA","131001","253.39","33.90","-33.90","45.61","0","0","-2.53","0","-31.75","-84.96","-14.16","0","165.60"
"23 Mar 2022 6:45:23 pm UTC","17366956882","Tax Withheld","","","TDS - Section 194-O - Tue Mar 22 00:00:00 UTC 2022","","","Electronic Transactions (Credit Card/Net Banking/GC)","","","","","0","0","0","0","0","0","0","-36.51","0","0","0","0","-36.51"
"23 Mar 2022 7:13:05 pm UTC","17342365002","Tax Withheld","","","TDS - Section 194-O - Tue Mar 22 00:00:00 UTC 2022","","","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","-22.45","0","0","0","0","-22.45"
"24 Mar 2022 2:48:14 am UTC","17342365002","Refund
","403-3178149-5254716","3B-SEE4-QY9J","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","MARKAPUR","ANDHRA PRADESH","523316","-247.32","0","0","-29.68","0","0","2.47","0","6.54","0","14.16","0","-253.83"
"24 Mar 2022 4:44:09 am UTC","17366956882","Tax Withheld","","","TDS - Section 194-O - Wed Mar 23 00:00:00 UTC 2022","","","Electronic Transactions (Credit Card/Net Banking/GC)","","","","","0","0","0","0","0","0","0","-10.92","0","0","0","0","-10.92"
"24 Mar 2022 5:22:44 am UTC","17342365002","Tax Withheld","","","TDS - Section 194-O - Wed Mar 23 00:00:00 UTC 2022","","","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","-7.76","0","0","0","0","-7.76"
"24 Mar 2022 8:59:07 am UTC","17342365002","Shipping Services
","403-5030284-9768341","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.96","0","-84.96"
"24 Mar 2022 8:59:40 am UTC","17342365002","Shipping Services
","171-4751950-1457947","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-114.46","0","-114.46"
"24 Mar 2022 9:14:47 am UTC","17342365002","Order
","171-4751950-1457947","QJ-BYLE-NHCY","PEHEL INTERNATIONAL ® | Plastic Disposable Shoe Cover | Shoes, Boots, slippers Protectors | Waterproof, Non Slip Durable Covers | One Size Fits All |","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","HYDERABAD","TELANGANA","500032","1,270.34","0","0","228.66","0","0","-12.70","0","-265.32","0","-66.08","0","1,154.90"
"24 Mar 2022 9:14:58 am UTC","17342365002","Order
","403-5030284-9768341","NM-8PT8-XDXF","Pehel International Black Bouffant Cap 100 Pcs","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","CHENNAI","TAMIL NADU","600019","219.05","0","0","10.95","0","0","-2.19","0","-13.57","0","-9.44","0","204.80"
"24 Mar 2022 9:15:45 am UTC","17366956882","Order
","403-3250908-5449941","AM-YQT8-F5EX","HEISHI Unisex Cotton Reusable Gloves (White, Set of 5 Pairs)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon
","KANPUR","UTTAR PRADESH","208011","237.14","38.10","-38.10","11.86","0","0","-2.37","0","-41.13","-84.96","-9.44","0","111.10"
"24 Mar 2022 9:15:50 am UTC","17342365002","Order
","405-1097713-9253904","C3-HD8B-8E2Y","Pehel International | Reusable Natural Latex Safety Gloves | for Washing, Cleaning, Kitchen, Garden, Sanitation & Other Daily uses, Yellow Color | Pac","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon
","GOPALGANJ","BIHAR","841428","253.39","33.90","0","51.71","0","0","-2.87","0","-31.75","-124.96","-14.16","0","165.26"
"25 Mar 2022 5:40:35 am UTC","17384723002","Tax Withheld","","","TDS - Section 194-O - Thu Mar 24 00:00:00 UTC 2022","","","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","-17.77","0","0","0","0","-17.77"
"25 Mar 2022 5:59:35 am UTC","17366956882","Tax Withheld","","","TDS - Section 194-O - Thu Mar 24 00:00:00 UTC 2022","","","Electronic Transactions (Credit Card/Net Banking/GC)","","","","","0","0","0","0","0","0","0","-2.37","0","0","0","0","-2.37"
"25 Mar 2022 9:14:25 am UTC","17384723002","Shipping Services
","404-0913444-3768338","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-146.32","0","-146.32"
"25 Mar 2022 9:14:44 am UTC","17366956882","Shipping Services
","407-4293541-1585132","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.96","0","-84.96"
"25 Mar 2022 9:15:07 am UTC","17366956882","Shipping Services
","402-2657489-1371536","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-84.96","0","-84.96"
"25 Mar 2022 9:30:22 am UTC","17366956882","Order
","407-4293541-1585132","3C-9BLT-UKV8","PROCARE Disposable Latex Medical Examination Gloves (Medium, 100 Pieces, White)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","Angamaly","KERALA","683572","234.29","0","0","11.71","0","0","-2.34","0","-5.81","0","-9.44","0","228.41"
"25 Mar 2022 9:30:26 am UTC","17366956882","Order
","402-2657489-1371536","KJ-5HUM-Q54A","Medicure Premium Latex Gloves - Medium Sized - 100 pieces","5","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","HYDERABAD","TELANGANA","500028","1,227.70","0","0","147.30","0","0","-12.30","0","-32.47","0","-70.80","0","1,259.43"
"25 Mar 2022 9:31:05 am UTC","17384723002","Order
","404-0913444-3768338","RN-8X3V-0GXK","PEHEL INTERNATIONAL | Plastic Disposable Shoe Cover | Shoes, Boots, slippers Protectors | Waterproof, Non Slip Durable Covers | One Size Fits All | (B","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","Bhagalpur","BIHAR","812001","507.63","0","0","91.37","0","0","-5.08","0","-98.95","0","-29.50","0","465.47"
"25 Mar 2022 9:32:14 am UTC","17366956882","Order
","406-6026320-6521961","7F-7Z6V-UF2U","PEHEL INTERNATIONAL | Unisex Cotton Reusable Gloves | Hand Protection Multi-Purpose Gloves | Ideal for Gardening, Kitchen and Daily Routine Activities","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon
","BENGALURU","KARNATAKA","560103","237.14","38.10","-38.10","11.86","0","0","-2.37","0","-26.44","-84.96","-9.44","0","125.79"
"26 Mar 2022 5:09:33 am UTC","17384723002","Tax Withheld","","","TDS - Section 194-O - Fri Mar 25 00:00:00 UTC 2022","","","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","-5.08","0","0","0","0","-5.08"
"26 Mar 2022 5:40:00 am UTC","17366956882","Tax Withheld","","","TDS - Section 194-O - Fri Mar 25 00:00:00 UTC 2022","","","Electronic Transactions (Credit Card/Net Banking/GC)","","","","","0","0","0","0","0","0","0","-16.99","0","0","0","0","-16.99"
"26 Mar 2022 9:24:47 am UTC","17366956882","Shipping Services
","406-8840614-1841145","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","-114.46","0","-114.46"
"26 Mar 2022 9:39:40 am UTC","17366956882","Order
","406-8840614-1841145","NM-8PT8-XDXF","Pehel International Black Bouffant Cap 100 Pcs","10","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","ARRAH","BIHAR","802301","2,181.00","0","0","109.00","0","0","-21.80","0","-135.11","0","-94.40","0","2,038.69"
"26 Mar 2022 9:41:53 am UTC","17384723002","Order
","406-4116402-3962715","W4-BCML-II6W","Pehel International Unisex Cotton Reusable Gloves Ideal for Gardening, Kitchen and Daily Routine Activities (White, Set of 10 Pairs)","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon
","MUMBAI","MAHARASHTRA","400003","380.00","0","0","19.00","0","0","-3.80","0","-42.37","-60.18","-14.16","0","278.49"
"26 Mar 2022 9:42:19 am UTC","17366956882","Order
","405-9707477-7281920","7F-7Z6V-UF2U","PEHEL INTERNATIONAL | Unisex Cotton Reusable Gloves | Hand Protection Multi-Purpose Gloves | Ideal for Gardening, Kitchen and Daily Routine Activities","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon
","BOKARO STEEL CITY","JHARKHAND","827001","265.71","38.10","0","15.19","0","0","-3.04","0","-29.63","-124.96","-14.16","0","147.21"
"26 Mar 2022 1:39:42 pm UTC","17366956882","Refund
","171-6230055-9322704","NM-8PT8-XDXF","Pehel International Black Bouffant Cap 100 Pcs","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","kolkata","WEST BENGAL","700078","-219.05","0","0","-10.95","0","0","2.19","0","4.34","0","9.44","0","-214.03"
"27 Mar 2022 5:14:45 am UTC","17366956882","Tax Withheld","","","TDS - Section 194-O - Sat Mar 26 00:00:00 UTC 2022","","","Electronic Transactions (Credit Card/Net Banking/GC)","","","","","0","0","0","0","0","0","0","-24.85","0","0","0","0","-24.85"
